../../../pdielec -processors 1 -size 0 -size 1 -size 2 -matrix ptfe -vmin 0 -vmax 1000 -mf 0.01 -method ap -method maxwell -sphere -needle 0 0 1 -csv command.csv -sigma 5 . -processors 1
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,   91.25,         0.000000,                   0.000007,     0.0000,     5.0
   4,   91.25,         0.000000,                   0.000000,     0.0000,     5.0
   6,  349.99,        17.118884,               72337.557354,  9210.3039,     5.0
   7,  372.09,        16.426646,               69412.437372,  8837.8660,     5.0
   8,  372.09,        16.426556,               69412.054294,  8837.8172,     5.0
   9,  402.06,         0.000000,                   0.000001,     0.0000,     5.0
  10,  402.06,         0.000000,                   0.000010,     0.0000,     5.0
,,,,,cm-1,thz,ap_noshape_real_dielectric(mf=0.01),ap_noshape_imag_dielectric(mf=0.01),ap_noshape_absorption_coeficient_cm-1(mf=0.01),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),ap_noshape_real_dielectric(mf=0.01/1mu),ap_noshape_imag_dielectric(mf=0.01/1mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/1mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),ap_noshape_real_dielectric(mf=0.01/2mu),ap_noshape_imag_dielectric(mf=0.01/2mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/2mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_sphere_real_dielectric(mf=0.01),maxwell_sphere_imag_dielectric(mf=0.01),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_needle[0 0 1]_real_dielectric(mf=0.01),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_sphere_real_dielectric(mf=0.01/1mu),maxwell_sphere_imag_dielectric(mf=0.01/1mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_sphere_real_dielectric(mf=0.01/2mu),maxwell_sphere_imag_dielectric(mf=0.01/2mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu)
,,,,,   38.800000,    1.163195,          2.03732919,          0.00003299,          0.00244735,          0.01799798,          2.03732919,          0.00003299,          0.00244735,          0.01799798,          2.03732919,          0.00003299,          0.00244735,          0.01799798,          2.01479012,          0.00000516,          0.00038463,          0.00282862,          2.02074164,          0.00001515,          0.00112856,          0.00829950,          2.01479207,          0.00000513,          0.00038258,          0.00281354,          2.02074277,          0.00001514,          0.00112735,          0.00829064,          2.01479793,          0.00000493,          0.00036781,          0.00270490,          2.02074617,          0.00001502,          0.00111875,          0.00822739
,,,,,   39.000000,    1.169191,          2.03733184,          0.00003317,          0.00247324,          0.01818835,          2.03733184,          0.00003317,          0.00247324,          0.01818835,          2.03733184,          0.00003317,          0.00247324,          0.01818835,          2.01479053,          0.00000518,          0.00038867,          0.00285830,          2.02074286,          0.00001523,          0.00114050,          0.00838730,          2.01479251,          0.00000516,          0.00038657,          0.00284290,          2.02074400,          0.00001522,          0.00113927,          0.00837827,          2.01479843,          0.00000495,          0.00037149,          0.00273200,          2.02074743,          0.00001510,          0.00113049,          0.00831369
,,,,,   39.200000,    1.175186,          2.03733450,          0.00003335,          0.00249927,          0.01837978,          2.03733450,          0.00003335,          0.00249927,          0.01837978,          2.03733450,          0.00003335,          0.00249927,          0.01837978,          2.01479095,          0.00000521,          0.00039273,          0.00288813,          2.02074408,          0.00001532,          0.00115251,          0.00847561,          2.01479294,          0.00000518,          0.00039059,          0.00287241,          2.02074524,          0.00001530,          0.00115125,          0.00846639,          2.01479892,          0.00000498,          0.00037520,          0.00275921,          2.02074870,          0.00001518,          0.00114229,          0.00840047
,,,,,   39.400000,    1.181182,          2.03733717,          0.00003353,          0.00252544,          0.01857228,          2.03733717,          0.00003353,          0.00252544,          0.01857228,          2.03733717,          0.00003353,          0.00252544,          0.01857228,          2.01479137,          0.00000524,          0.00039680,          0.00291812,          2.02074531,          0.00001540,          0.00116458,          0.00856441,          2.01479338,          0.00000521,          0.00039462,          0.00290208,          2.02074648,          0.00001538,          0.00116330,          0.00855499,          2.01479942,          0.00000500,          0.00037891,          0.00278655,          2.02074998,          0.00001526,          0.00115415,          0.00848772
,,,,,   39.600000,    1.187178,          2.03733986,          0.00003371,          0.00255177,          0.01876586,          2.03733986,          0.00003371,          0.00255177,          0.01876586,          2.03733986,          0.00003371,          0.00255177,          0.01876586,          2.01479179,          0.00000527,          0.00040090,          0.00294828,          2.02074654,          0.00001548,          0.00117672,          0.00865370,          2.01479382,          0.00000524,          0.00039868,          0.00293191,          2.02074772,          0.00001546,          0.00117542,          0.00864409,          2.01479993,          0.00000503,          0.00038265,          0.00281400,          2.02075126,          0.00001534,          0.00116608,          0.00857544
,,,,,   39.800000,    1.193174,          2.03734256,          0.00003388,          0.00257823,          0.01896051,          2.03734256,          0.00003388,          0.00257823,          0.01896051,          2.03734256,          0.00003388,          0.00257823,          0.01896051,          2.01479221,          0.00000529,          0.00040503,          0.00297860,          2.02074778,          0.00001556,          0.00118893,          0.00874349,          2.01479427,          0.00000526,          0.00040276,          0.00296189,          2.02074898,          0.00001554,          0.00118760,          0.00873369,          2.01480043,          0.00000505,          0.00038640,          0.00284158,          2.02075255,          0.00001542,          0.00117807,          0.00866363
,,,,,   40.000000,    1.199170,          2.03734528,          0.00003406,          0.00260485,          0.01915624,          2.03734528,          0.00003406,          0.00260485,          0.01915624,          2.03734528,          0.00003406,          0.00260485,          0.01915624,          2.01479264,          0.00000532,          0.00040917,          0.00300908,          2.02074903,          0.00001564,          0.00120121,          0.00883377,          2.01479471,          0.00000529,          0.00040685,          0.00299203,          2.02075024,          0.00001563,          0.00119985,          0.00882377,          2.01480094,          0.00000507,          0.00039016,          0.00286928,          2.02075385,          0.00001550,          0.00119013,          0.00875230
,,,,,   40.200000,    1.205166,          2.03734801,          0.00003424,          0.00263161,          0.01935304,          2.03734801,          0.00003424,          0.00263161,          0.01935304,          2.03734801,          0.00003424,          0.00263161,          0.01935304,          2.01479306,          0.00000535,          0.00041334,          0.00303972,          2.02075029,          0.00001573,          0.00121355,          0.00892456,          2.01479516,          0.00000532,          0.00041097,          0.00302233,          2.02075150,          0.00001571,          0.00121217,          0.00891436,          2.01480145,          0.00000510,          0.00039394,          0.00289710,          2.02075515,          0.00001558,          0.00120225,          0.00884144
,,,,,   40.400000,    1.211162,          2.03735076,          0.00003442,          0.00265852,          0.01955093,          2.03735076,          0.00003442,          0.00265852,          0.01955093,          2.03735076,          0.00003442,          0.00265852,          0.01955093,          2.01479349,          0.00000538,          0.00041753,          0.00307053,          2.02075155,          0.00001581,          0.00122597,          0.00901584,          2.01479561,          0.00000534,          0.00041512,          0.00305279,          2.02075278,          0.00001579,          0.00122455,          0.00900543,          2.01480196,          0.00000512,          0.00039774,          0.00292503,          2.02075646,          0.00001566,          0.00121444,          0.00893105
,,,,,   40.600000,    1.217157,          2.03735352,          0.00003460,          0.00268557,          0.01974989,          2.03735352,          0.00003460,          0.00268557,          0.01974989,          2.03735352,          0.00003460,          0.00268557,          0.01974989,          2.01479392,          0.00000540,          0.00042174,          0.00310150,          2.02075282,          0.00001589,          0.00123845,          0.00910762,          2.01479606,          0.00000537,          0.00041928,          0.00308340,          2.02075406,          0.00001587,          0.00123700,          0.00909701,          2.01480248,          0.00000514,          0.00040156,          0.00295309,          2.02075778,          0.00001574,          0.00122669,          0.00902113
,,,,,   40.800000,    1.223153,          2.03735629,          0.00003478,          0.00271277,          0.01994993,          2.03735629,          0.00003478,          0.00271277,          0.01994993,          2.03735629,          0.00003478,          0.00271277,          0.01994993,          2.01479436,          0.00000543,          0.00042597,          0.00313263,          2.02075409,          0.00001597,          0.00125099,          0.00919990,          2.01479652,          0.00000540,          0.00042346,          0.00311417,          2.02075534,          0.00001595,          0.00124952,          0.00918907,          2.01480300,          0.00000517,          0.00040539,          0.00298126,          2.02075910,          0.00001582,          0.00123900,          0.00911169
,,,,,   41.000000,    1.229149,          2.03735908,          0.00003496,          0.00274012,          0.02015106,          2.03735908,          0.00003496,          0.00274012,          0.02015106,          2.03735908,          0.00003496,          0.00274012,          0.02015106,          2.01479479,          0.00000546,          0.00043023,          0.00316392,          2.02075537,          0.00001606,          0.00126361,          0.00929268,          2.01479697,          0.00000543,          0.00042767,          0.00314510,          2.02075664,          0.00001604,          0.00126211,          0.00928164,          2.01480352,          0.00000519,          0.00040924,          0.00300956,          2.02076043,          0.00001590,          0.00125138,          0.00920273
,,,,,   41.200000,    1.235145,          2.03736188,          0.00003514,          0.00276762,          0.02035327,          2.03736188,          0.00003514,          0.00276762,          0.02035327,          2.03736188,          0.00003514,          0.00276762,          0.02035327,          2.01479523,          0.00000549,          0.00043450,          0.00319538,          2.02075666,          0.00001614,          0.00127629,          0.00938596,          2.01479743,          0.00000545,          0.00043190,          0.00317619,          2.02075794,          0.00001612,          0.00127476,          0.00937470,          2.01480404,          0.00000522,          0.00041310,          0.00303797,          2.02076177,          0.00001598,          0.00126382,          0.00929423
