../../../pdielec -size 0 -size 1 -size 3 -processors 4 -method ap -method bruggeman -matrix ptfe -sigma 5 -ellipsoid 0 0 1 0.5 -csv command1.csv -masses program -program abinit BaTiO3.out -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   0,   65.74,         1.935128,                8177.076262,  1041.1377,     5.0
   1,   65.74,         1.935115,                8177.020635,  1041.1306,     5.0
   2,   65.75,         1.934571,                8174.722771,  1040.8380,     5.0
   3,  198.01,        37.112289,              156821.689833, 19967.1577,     5.0
   4,  198.01,        37.112483,              156822.507130, 19967.2618,     5.0
   5,  198.02,        37.125602,              156877.944975, 19974.3203,     5.0
   6,  270.59,         0.000000,                   0.000141,     0.0000,     5.0
   7,  270.59,         0.000000,                   0.000128,     0.0000,     5.0
   8,  270.59,         0.000000,                   0.000001,     0.0000,     5.0
   9,  279.35,        33.055024,              139677.308047, 17784.2672,     5.0
  10,  279.35,        33.063614,              139713.606233, 17788.8888,     5.0
  11,  279.35,        33.063542,              139713.302190, 17788.8501,     5.0
  12,  493.63,        20.513710,               86682.731944, 11036.7882,     5.0
  13,  493.63,        20.515522,               86690.388406, 11037.7631,     5.0
  14,  493.63,        20.515522,               86690.388408, 11037.7631,     5.0
,,,,,,cm-1,thz,ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/3mu)
,,,,,,   88.200000,    2.644169,         11.31198544,         11.31198544,         11.31198544,          0.56717094,          0.56682851,          0.53468280,          6.03894482,          6.03894482,          6.03894482,          2.68053116,          2.68127267,          2.68722345,          0.26248861,          0.26248861,          0.26248861,          0.00876624,          0.00876216,          0.00827441,         25.70160294,         25.70160294,         25.70160294,          1.28865109,          1.28787306,          1.21483582
,,,,,,   88.400000,    2.650165,         11.17315349,         11.17315349,         11.17315349,          0.55677690,          0.55640052,          0.52365151,          6.05940190,          6.05940190,          6.05940190,          2.68119723,          2.68194370,          2.68793408,          0.25911633,          0.25911633,          0.25911633,          0.00858719,          0.00858258,          0.00808643,         25.38616728,         25.38616728,         25.38616728,          1.26503512,          1.26417996,          1.18977197
,,,,,,   88.600000,    2.656161,         11.03845980,         11.03845980,         11.03845980,          0.54674798,          0.54633812,          0.51298755,          6.07960671,          6.07960671,          6.07960671,          2.68185054,          2.68260196,          2.68863189,          0.25583842,          0.25583842,          0.25583842,          0.00841450,          0.00840937,          0.00790490,         25.08013404,         25.08013404,         25.08013404,          1.24224873,          1.24131749,          1.16554271
,,,,,,   88.800000,    2.662157,         10.90775910,         10.90775910,         10.90775910,          0.53706785,          0.53662493,          0.50267434,          6.09956608,          6.09956608,          6.09956608,          2.68249151,          2.68324787,          2.68931732,          0.25265175,          0.25265175,          0.25265175,          0.00824789,          0.00824225,          0.00772952,         24.78317312,         24.78317312,         24.78317312,          1.22025481,          1.21924845,          1.14211040
,,,,,,   89.000000,    2.668153,         10.78091266,         10.78091266,         10.78091266,          0.52772108,          0.52724550,          0.49269622,          6.11928665,          6.11928665,          6.11928665,          2.68312054,          2.68388184,          2.68999077,          0.24955331,          0.24955331,          0.24955331,          0.00808709,          0.00808095,          0.00756001,         24.49496935,         24.49496935,         24.49496935,          1.19901831,          1.19793776,          1.11943944
,,,,,,   89.200000,    2.674149,         10.65778796,         10.65778796,         10.65778796,          0.51869308,          0.51818523,          0.48303840,          6.13877482,          6.13877482,          6.13877482,          2.68373803,          2.68450425,          2.69065263,          0.24654022,          0.24654022,          0.24654022,          0.00793183,          0.00792519,          0.00739611,         24.21522163,         24.21522163,         24.21522163,          1.17850608,          1.17735222,          1.09749622
,,,,,,   89.400000,    2.680145,         10.53825834,         10.53825834,         10.53825834,          0.50997007,          0.50943032,          0.47368688,          6.15803681,          6.15803681,          6.15803681,          2.68434434,          2.68511549,          2.69130328,          0.24360969,          0.24360969,          0.24360969,          0.00778187,          0.00777475,          0.00723757,         23.94364218,         23.94364218,         23.94364218,          1.15868680,          1.15746045,          1.07624893
,,,,,,   89.600000,    2.686140,         10.42220272,         10.42220272,         10.42220272,          0.50153899,          0.50096768,          0.46462842,          6.17707865,          6.17707865,          6.17707865,          2.68493984,          2.68571591,          2.69194309,          0.24075909,          0.24075909,          0.24075909,          0.00763698,          0.00762938,          0.00708416,         23.67995588,         23.67995588,         23.67995588,          1.13953082,          1.13823277,          1.05566748
,,,,,,   89.800000,    2.692136,         10.30950528,         10.30950528,         10.30950528,          0.49338750,          0.49278496,          0.45585047,          6.19590618,          6.19590618,          6.19590618,          2.68552487,          2.68630586,          2.69257241,          0.23798586,          0.23798586,          0.23798586,          0.00749694,          0.00748887,          0.00693565,         23.42389960,         23.42389960,         23.42389960,          1.12101007,          1.11964106,          1.03572337
,,,,,,   90.000000,    2.698132,         10.20005519,         10.20005519,         10.20005519,          0.48550389,          0.48487043,          0.44734114,          6.21452505,          6.21452505,          6.21452505,          2.68609975,          2.68688566,          2.69319155,          0.23528755,          0.23528755,          0.23528755,          0.00736154,          0.00735301,          0.00679184,         23.17522154,         23.17522154,         23.17522154,          1.10309796,          1.10165871,          1.01638960
,,,,,,   90.200000,    2.704128,         10.09374639,         10.09374639,         10.09374639,          0.47787706,          0.47721298,          0.43908918,          6.23294076,          6.23294076,          6.23294076,          2.68666481,          2.68745563,          2.69380086,          0.23266183,          0.23266183,          0.23266183,          0.00723059,          0.00722161,          0.00665252,         22.93368069,         22.93368069,         22.93368069,          1.08576929,          1.08426046,          0.99764058
,,,,,,   90.400000,    2.710124,          9.99047730,          9.99047730,          9.99047730,          0.47049650,          0.46980207,          0.43108389,          6.25115864,          6.25115864,          6.25115864,          2.68722034,          2.68801608,          2.69440063,          0.23010644,          0.23010644,          0.23010644,          0.00710391,          0.00709447,          0.00651751,         22.69904626,         22.69904626,         22.69904626,          1.06900016,          1.06742237,          0.97945202
,,,,,,   90.600000,    2.716120,          9.89015061,          9.89015061,          9.89015061,          0.46335223,          0.46262772,          0.42331513,          6.26918385,          6.26918385,          6.26918385,          2.68776665,          2.68856730,          2.69499116,          0.22761922,          0.22761922,          0.22761922,          0.00698130,          0.00697142,          0.00638663,         22.47109719,         22.47109719,         22.47109719,          1.05276789,          1.05112174,          0.96180087
,,,,,,   90.800000,    2.722116,          9.79267310,          9.79267310,          9.79267310,          0.45643476,          0.45568041,          0.41577328,          6.28702141,          6.28702141,          6.28702141,          2.68830402,          2.68910957,          2.69557274,          0.22519808,          0.22519808,          0.22519808,          0.00686261,          0.00685230,          0.00625970,         22.24962162,         22.24962162,         22.24962162,          1.03705094,          1.03533700,          0.94466527
,,,,,,   91.000000,    2.728111,          9.69795538,          9.69795538,          9.69795538,          0.44973510,          0.44895115,          0.40844919,          6.30467618,          6.30467618,          6.30467618,          2.68883271,          2.68964317,          2.69614565,          0.22284103,          0.22284103,          0.22284103,          0.00674769,          0.00673694,          0.00613657,         22.03441650,         22.03441650,         22.03441650,          1.02182885,          1.02004766,          0.92802443
,,,,,,   91.200000,    2.734107,          9.60591174,          9.60591174,          9.60591174,          0.44324469,          0.44243136,          0.40133415,          6.32215290,          6.32215290,          6.32215290,          2.68935299,          2.69016835,          2.69671013,          0.22054615,          0.22054615,          0.22054615,          0.00663636,          0.00662519,          0.00601708,         21.82528707,         21.82528707,         21.82528707,          1.00708220,          1.00523425,          0.91185857
,,,,,,   91.400000,    2.740103,          9.51645998,          9.51645998,          9.51645998,          0.43695540,          0.43611289,          0.39441989,          6.33945615,          6.33945615,          6.33945615,          2.68986510,          2.69068537,          2.69726646,          0.21831158,          0.21831158,          0.21831158,          0.00652850,          0.00651691,          0.00590109,         21.62204655,         21.62204655,         21.62204655,          0.99279248,          0.99087825,          0.89614892
,,,,,,   91.600000,    2.746099,          9.42952118,          9.42952118,          9.42952118,          0.43085947,          0.42998799,          0.38769855,          6.35659040,          6.35659040,          6.35659040,          2.69036929,          2.69119447,          2.69781487,          0.21613555,          0.21613555,          0.21613555,          0.00642397,          0.00641196,          0.00578845,         21.42451568,         21.42451568,         21.42451568,          0.97894213,          0.97696206,          0.88087758
,,,,,,   91.800000,    2.752095,          9.34501964,          9.34501964,          9.34501964,          0.42494956,          0.42404928,          0.38116264,          6.37355997,          6.37355997,          6.37355997,          2.69086579,          2.69169589,          2.69835561,          0.21401635,          0.21401635,          0.21401635,          0.00632264,          0.00631021,          0.00567904,         21.23252240,         21.23252240,         21.23252240,          0.96551440,          0.96346891,          0.86602753
