../../../pdielec -processors 4 -size 0 -size 0.1 -size 1 -size 3 -vmin 300 -vmax 800 -sphere -method maxwell -sigma 10 -csv command1.csv phonon -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
   4,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
   5,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
,,,,,,cm-1,thz,maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),maxwell_sphere_real_dielectric(vf=0.1),maxwell_sphere_real_dielectric(vf=0.1/0.1mu),maxwell_sphere_real_dielectric(vf=0.1/1mu),maxwell_sphere_real_dielectric(vf=0.1/3mu),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.1/0.1mu),maxwell_sphere_imag_dielectric(vf=0.1/1mu),maxwell_sphere_imag_dielectric(vf=0.1/3mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/3mu)
,,,,,,  314.600000,    9.431471,          0.43674658,          0.43680101,          0.40023959,          0.87310820,          2.50659880,          2.50666009,          2.51274838,          2.56144967,          0.00698448,          0.00698544,          0.00640851,         -0.01411480,          3.78716621,          3.78763813,          3.47060263,          7.57099421
,,,,,,  314.800000,    9.437467,          0.43787516,          0.43792986,          0.40124364,          0.87695544,          2.50687815,          2.50693958,          2.51304242,          2.56186068,          0.00699847,          0.00699943,          0.00642088,         -0.01416912,          3.79695245,          3.79742677,          3.47930911,          7.60435483
,,,,,,  315.000000,    9.443462,          0.43900704,          0.43906202,          0.40225060,          0.88081869,          2.50715805,          2.50721963,          2.51333706,          2.56227263,          0.00701250,          0.00701346,          0.00643328,         -0.01422365,          3.80676737,          3.80724408,          3.48804075,          7.63785433
,,,,,,  315.200000,    9.449458,          0.44014225,          0.44019750,          0.40326047,          0.88469804,          2.50743852,          2.50750024,          2.51363230,          2.56268550,          0.00702657,          0.00702753,          0.00644572,         -0.01427838,          3.81661106,          3.81709019,          3.49679764,          7.67149334
,,,,,,  315.400000,    9.455454,          0.44128078,          0.44133631,          0.40427326,          0.88859354,          2.50771954,          2.50778142,          2.51392814,          2.56309930,          0.00704067,          0.00704164,          0.00645819,         -0.01433331,          3.82648363,          3.82696518,          3.50557987,          7.70527249
,,,,,,  315.600000,    9.461450,          0.44242265,          0.44247847,          0.40528899,          0.89250528,          2.50800113,          2.50806315,          2.51422459,          2.56351404,          0.00705481,          0.00705579,          0.00647069,         -0.01438845,          3.83638519,          3.83686918,          3.51438753,          7.73919241
,,,,,,  315.800000,    9.467446,          0.44356789,          0.44362398,          0.40630765,          0.89643333,          2.50828329,          2.50834546,          2.51452164,          2.56392972,          0.00706899,          0.00706997,          0.00648323,         -0.01444380,          3.84631585,          3.84680229,          3.52322074,          7.77325374
,,,,,,  316.000000,    9.473442,          0.44471648,          0.44477287,          0.40732928,          0.90037776,          2.50856601,          2.50862833,          2.51481931,          2.56434634,          0.00708321,          0.00708419,          0.00649580,         -0.01449935,          3.85627571,          3.85676461,          3.53207957,          7.80745713
,,,,,,  316.200000,    9.479438,          0.44586846,          0.44592513,          0.40835387,          0.90433865,          2.50884930,          2.50891177,          2.51511758,          2.56476390,          0.00709747,          0.00709846,          0.00650841,         -0.01455510,          3.86626488,          3.86675626,          3.54096413,          7.84180321
,,,,,,  316.400000,    9.485433,          0.44702384,          0.44708079,          0.40938144,          0.90831606,          2.50913316,          2.50919577,          2.51541646,          2.56518241,          0.00711176,          0.00711276,          0.00652105,         -0.01461107,          3.87628348,          3.87677734,          3.54987451,          7.87629264
,,,,,,  316.600000,    9.491429,          0.44818261,          0.44823986,          0.41041200,          0.91231009,          2.50941759,          2.50948036,          2.51571595,          2.56560187,          0.00712610,          0.00712710,          0.00653373,         -0.01466725,          3.88633160,          3.88682797,          3.55881081,          7.91092607
,,,,,,  316.800000,    9.497425,          0.44934481,          0.44940234,          0.41144556,          0.91632079,          2.50970260,          2.50976551,          2.51601606,          2.56602229,          0.00714047,          0.00714147,          0.00654644,         -0.01472363,          3.89640937,          3.89690826,          3.56777313,          7.94570415
,,,,,,  317.000000,    9.503421,          0.45051044,          0.45056826,          0.41248213,          0.92034826,          2.50998817,          2.51005124,          2.51631679,          2.56644366,          0.00715488,          0.00715589,          0.00655918,         -0.01478023,          3.90651689,          3.90701830,          3.57676156,          7.98062754
,,,,,,  317.200000,    9.509417,          0.45167951,          0.45173763,          0.41352173,          0.92439255,          2.51027433,          2.51033754,          2.51661813,          2.56686598,          0.00716934,          0.00717035,          0.00657196,         -0.01483704,          3.91665428,          3.91715823,          3.58577621,          8.01569690
,,,,,,  317.400000,    9.515413,          0.45285204,          0.45291045,          0.41456436,          0.92845376,          2.51056106,          2.51062443,          2.51692010,          2.56728928,          0.00718383,          0.00718485,          0.00658477,         -0.01489407,          3.92682164,          3.92732814,          3.59481718,          8.05091290
,,,,,,  317.600000,    9.521408,          0.45402804,          0.45408674,          0.41561003,          0.93253196,          2.51084837,          2.51091189,          2.51722268,          2.56771353,          0.00719836,          0.00719938,          0.00659762,         -0.01495130,          3.93701908,          3.93752816,          3.60388456,          8.08627622
,,,,,,  317.800000,    9.527404,          0.45520752,          0.45526652,          0.41665877,          0.93662722,          2.51113627,          2.51119994,          2.51752589,          2.56813876,          0.00721293,          0.00721396,          0.00661051,         -0.01500875,          3.94724673,          3.94775838,          3.61297845,          8.12178751
,,,,,,  318.000000,    9.533400,          0.45639049,          0.45644980,          0.41771057,          0.94073962,          2.51142474,          2.51148856,          2.51782972,          2.56856495,          0.00722754,          0.00722857,          0.00662342,         -0.01506642,          3.95750468,          3.95801893,          3.62209896,          8.15744746
,,,,,,  318.200000,    9.539396,          0.45757698,          0.45763658,          0.41876545,          0.94486925,          2.51171380,          2.51177778,          2.51813418,          2.56899212,          0.00724219,          0.00724323,          0.00663638,         -0.01512431,          3.96779307,          3.96830993,          3.63124618,          8.19325676
,,,,,,  318.400000,    9.545392,          0.45876699,          0.45882689,          0.41982343,          0.94901618,          2.51200345,          2.51206757,          2.51843927,          2.56942027,          0.00725689,          0.00725793,          0.00664937,         -0.01518241,          3.97811199,          3.97863147,          3.64042022,          8.22921608
,,,,,,  318.600000,    9.551388,          0.45996053,          0.46002074,          0.42088451,          0.95318049,          2.51229368,          2.51235796,          2.51874499,          2.56984940,          0.00727162,          0.00727266,          0.00666239,         -0.01524073,          3.98846157,          3.98898369,          3.64962118,          8.26532610
,,,,,,  318.800000,    9.557384,          0.46115762,          0.46121814,          0.42194870,          0.95736226,          2.51258450,          2.51264893,          2.51905134,          2.57027951,          0.00728639,          0.00728744,          0.00667546,         -0.01529927,          3.99884192,          3.99936669,          3.65884916,          8.30158754
,,,,,,  319.000000,    9.563379,          0.46235827,          0.46241910,          0.42301603,          0.96156157,          2.51287591,          2.51294050,          2.51935833,          2.57071061,          0.00730121,          0.00730226,          0.00668855,         -0.01535803,          4.00925316,          4.00978059,          3.66810426,          8.33800107
,,,,,,  319.200000,    9.569375,          0.46356250,          0.46362363,          0.42408649,          0.96577850,          2.51316791,          2.51323266,          2.51966595,          2.57114270,          0.00731606,          0.00731712,          0.00670169,         -0.01541702,          4.01969540,          4.02022551,          3.67738659,          8.37456740
,,,,,,  319.400000,    9.575371,          0.46477032,          0.46483176,          0.42516011,          0.97001313,          2.51346051,          2.51352541,          2.51997420,          2.57157578,          0.00733096,          0.00733202,          0.00671486,         -0.01547622,          4.03016876,          4.03070156,          3.68669625,          8.41128722
,,,,,,  319.600000,    9.581367,          0.46598174,          0.46604349,          0.42623689,          0.97426555,          2.51375370,          2.51381876,          2.52028310,          2.57200986,          0.00734589,          0.00734696,          0.00672806,         -0.01553565,          4.04067336,          4.04120886,          3.69603335,          8.44816126
,,,,,,  319.800000,    9.587363,          0.46719677,          0.46725884,          0.42731684,          0.97853583,          2.51404749,          2.51411270,          2.52059264,          2.57244493,          0.00736087,          0.00736195,          0.00674130,         -0.01559531,          4.05120931,          4.05174753,          3.70539799,          8.48519022
,,,,,,  320.000000,    9.593359,          0.46841544,          0.46847782,          0.42839999,          0.98282406,          2.51434188,          2.51440725,          2.52090282,          2.57288101,          0.00737589,          0.00737697,          0.00675458,         -0.01565519,          4.06177674,          4.06231769,          3.71479028,          8.52237481
,,,,,,  320.200000,    9.599355,          0.46963775,          0.46970045,          0.42948633,          0.98713033,          2.51463687,          2.51470239,          2.52121364,          2.57331810,          0.00739095,          0.00739204,          0.00676790,         -0.01571530,          4.07237576,          4.07291946,          3.72421031,          8.55971575
,,,,,,  320.400000,    9.605350,          0.47086371,          0.47092673,          0.43057589,          0.99145470,          2.51493246,          2.51499814,          2.52152512,          2.57375620,          0.00740606,          0.00740714,          0.00678125,         -0.01577563,          4.08300649,          4.08355296,          3.73365821,          8.59721376
,,,,,,  320.600000,    9.611346,          0.47209335,          0.47215669,          0.43166868,          0.99579728,          2.51522866,          2.51529449,          2.52183724,          2.57419530,          0.00742120,          0.00742229,          0.00679464,         -0.01583620,          4.09366906,          4.09421830,          3.74313407,          8.63486958
,,,,,,  320.800000,    9.617342,          0.47332667,          0.47339033,          0.43276470,          1.00015813,          2.51552545,          2.51559145,          2.52215001,          2.57463543,          0.00743639,          0.00743749,          0.00680807,         -0.01589699,          4.10436358,          4.10491561,          3.75263801,          8.67268393
,,,,,,  321.000000,    9.623338,          0.47456369,          0.47462768,          0.43386397,          1.00453735,          2.51582286,          2.51588902,          2.52246343,          2.57507657,          0.00745162,          0.00745272,          0.00682153,         -0.01595802,          4.11509017,          4.11564501,          3.76217013,          8.71065754
,,,,,,  321.200000,    9.629334,          0.47580442,          0.47586874,          0.43496650,          1.00893503,          2.51612088,          2.51618719,          2.52277750,          2.57551873,          0.00746689,          0.00746800,          0.00683504,         -0.01601927,          4.12584896,          4.12640662,          3.77173053,          8.74879115
,,,,,,  321.400000,    9.635330,          0.47704889,          0.47711352,          0.43607231,          1.01335124,          2.51641950,          2.51648597,          2.52309224,          2.57596192,          0.00748221,          0.00748332,          0.00684858,         -0.01608076,          4.13664007,          4.13720056,          3.78131934,          8.78708552
,,,,,,  321.600000,    9.641325,          0.47829709,          0.47836205,          0.43718140,          1.01778608,          2.51671874,          2.51678537,          2.52340762,          2.57640614,          0.00749756,          0.00749868,          0.00686215,         -0.01614249,          4.14746362,          4.14802697,          3.79093665,          8.82554138
,,,,,,  321.800000,    9.647321,          0.47954905,          0.47961434,          0.43829380,          1.02223963,          2.51701859,          2.51708538,          2.52372367,          2.57685139,          0.00751296,          0.00751409,          0.00687577,         -0.01620445,          4.15831974,          4.15888595,          3.80058258,          8.86415948
,,,,,,  322.000000,    9.653317,          0.48080477,          0.48087040,          0.43940951,          1.02671197,          2.51731906,          2.51738601,          2.52404038,          2.57729768,          0.00752841,          0.00752954,          0.00688942,         -0.01626664,          4.16920855,          4.16977764,          3.81025724,          8.90294058
,,,,,,  322.200000,    9.659313,          0.48206429,          0.48213025,          0.44052854,          1.03120320,          2.51762014,          2.51768726,          2.52435776,          2.57774500,          0.00754390,          0.00754503,          0.00690311,         -0.01632907,          4.18013017,          4.18070216,          3.81996074,          8.94188544
,,,,,,  322.400000,    9.665309,          0.48332760,          0.48339390,          0.44165091,          1.03571340,          2.51792185,          2.51798912,          2.52467579,          2.57819337,          0.00755943,          0.00756056,          0.00691684,         -0.01639174,          4.19108473,          4.19165963,          3.82969320,          8.98099482
,,,,,,  322.600000,    9.671305,          0.48459472,          0.48466136,          0.44277664,          1.04024267,          2.51822417,          2.51829161,          2.52499450,          2.57864278,          0.00757500,          0.00757614,          0.00693061,         -0.01645465,          4.20207236,          4.20265019,          3.83945471,          9.02026949
,,,,,,  322.800000,    9.677301,          0.48586567,          0.48593265,          0.44390573,          1.04479108,          2.51852712,          2.51859472,          2.52531387,          2.57909324,          0.00759062,          0.00759177,          0.00694442,         -0.01651781,          4.21309319,          4.21367395,          3.84924540,          9.05971022
,,,,,,  323.000000,    9.683296,          0.48714047,          0.48720778,          0.44503820,          1.04935874,          2.51883069,          2.51889845,          2.52563392,          2.57954476,          0.00760628,          0.00760743,          0.00695827,         -0.01658120,          4.22414733,          4.22473106,          3.85906538,          9.09931779
,,,,,,  323.200000,    9.689292,          0.48841912,          0.48848678,          0.44617406,          1.05394573,          2.51913488,          2.51920281,          2.52595464,          2.57999733,          0.00762199,          0.00762315,          0.00697215,         -0.01664483,          4.23523492,          4.23582162,          3.86891477,          9.13909298
,,,,,,  323.400000,    9.695288,          0.48970164,          0.48976965,          0.44731332,          1.05855213,          2.51943971,          2.51950780,          2.52627603,          2.58045095,          0.00763774,          0.00763890,          0.00698608,         -0.01670871,          4.24635609,          4.24694578,          3.87879367,          9.17903657
,,,,,,  323.600000,    9.701284,          0.49098805,          0.49105641,          0.44845600,          1.06317805,          2.51974516,          2.51981342,          2.52659810,          2.58090565,          0.00765353,          0.00765470,          0.00700004,         -0.01677284,          4.25751097,          4.25810366,          3.88870221,          9.21914936
,,,,,,  323.800000,    9.707280,          0.49227837,          0.49234707,          0.44960211,          1.06782357,          2.52005125,          2.52011967,          2.52692085,          2.58136140,          0.00766937,          0.00767055,          0.00701404,         -0.01683721,          4.26869967,          4.26929539,          3.89864049,          9.25943213
